"Waktu","ISPU PM10","ISPU PM2.5","ISPU SO2","ISPU CO","ISPU O3","ISPU NO2","Status By PM10","Status By PM2.5","Status By SO2","Status By CO","Status By O3","Status By NO2","Critical Parameter","Overall ISPU Status"
"00:00","25","68","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"01:00","25","67","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"02:00","25","68","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"03:00","25","68","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"04:00","26","68","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"05:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"06:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07:00","28","72","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"08:00","30","74","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"09:00","30","74","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"10:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"11:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"12:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"13:00","29","72","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"14:00","28","71","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"15:00","28","71","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"16:00","28","71","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"17:00","28","71","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"18:00","28","72","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"19:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"20:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"21:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"22:00","29","73","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
"23:00","30","74","0","0","0","0","Baik","Sedang","Baik","Baik","Baik","Baik","pm25","Sedang"
